ID,Cidade,Bairro,Tipo,m2,Quartos,Banheiros,Vagas,Preço,Condomínio,IPTU,Latitude,Longitude
188,Juiz de Fora - MG,São Pedro,Terreno,55,1,1,1,"R$ 900,00","R$ 404,41","R$ 154,06",-21.7708213,-43.3879244
189,Juiz de Fora - MG,Centro,Apartamento,32,0,1,0,"R$ 600,00","R$ 150,00","R$ 60,00",-21.759859,-43.3467271
190,Juiz de Fora - MG,Bonfim,Apartamento,34,1,1,0,"R$ 950,00","R$ 150,00","R$ 120,00",-21.738407,-43.3447405
191,Juiz de Fora - MG,Centro,Apartamento,86,2,1,1,"R$ 750,00","R$ 130,00","R$ 65,00",-21.759859,-43.3467271
192,Juiz de Fora - MG,São Mateus,Apartamento,100,2,1,1,"R$ 1.200,00","R$ 0,00","R$ 120,00",-21.7735943,-43.3546617
193,Juiz de Fora - MG,São Mateus,Apartamento,82,1,1,1,"R$ 1.800,00","R$ 400,00","R$ 150,00",-21.7735943,-43.3546617
194,Juiz de Fora - MG,Morro da Glória,Apartamento,0,0,0,0,"R$ 4.200,00","R$ 0,00","R$ 300,00",-21.7491916,-43.354837
195,Juiz de Fora - MG,São Pedro,Kitnet,49,1,1,0,"R$ 800,00","R$ 340,00","R$ 117,49",-21.7708213,-43.3879244
196,Juiz de Fora - MG,Ipiranga,Casa,71,2,1,1,"R$ 800,00","R$ 252,00","R$ 76,00",-21.7910828,-43.3505054
197,Juiz de Fora - MG,Vivendas da Serra,Apartamento,50,1,1,0,"R$ 600,00","R$ 270,00","R$ 96,00",-21.5597061,-43.0112788
198,Juiz de Fora - MG,Centro,Apartamento,100,1,1,1,"R$ 1.200,00","R$ 200,00","R$ 125,00",-21.759859,-43.3467271
199,Juiz de Fora - MG,Santa Terezinha,Apartamento,40,2,1,0,"R$ 1.000,00","R$ 170,00","R$ 98,61",-21.7417094,-43.3605186
200,Juiz de Fora - MG,Estrela Sul,Loja,66,2,2,0,"R$ 900,00","R$ 250,00","R$ 120,00",-21.7853626,-43.3546328
201,Juiz de Fora - MG,Passos,Apartamento,40,1,1,0,"R$ 800,00","R$ 102,00","R$ 0,00",-21.7762548,-43.3474599
202,Juiz de Fora - MG,Estrela Sul,Loja,60,1,1,0,"R$ 560,00","R$ 0,00","R$ 40,00",-21.7853626,-43.3546328
203,Juiz de Fora - MG,Centro,Apartamento,45,2,1,1,"R$ 750,00","R$ 222,00","R$ 50,00",-21.759859,-43.3467271
204,Juiz de Fora - MG,Bosque do Imperador,Casa,100,3,0,0,"R$ 800,00","R$ 500,00","R$ 200,00",-21.7741178,-43.4021977
205,Juiz de Fora - MG,Residência,Cobertura,70,2,1,1,"R$ 1.800,00","R$ 305,00","R$ 79,05",-21.1346878,-44.26396787
206,Juiz de Fora - MG,Realeza,Apartamento,60,0,0,0,"R$ 2.990,00","R$ 0,00","R$ 660,00",-21.7485282,-43.4037614
207,Juiz de Fora - MG,Teixeiras,Loja,63,2,2,0,"R$ 1.100,00","R$ 0,00","R$ 0,00",-21.7908663,-43.3623365
208,Juiz de Fora - MG,Parque Guarani,Apartamento,65,0,0,0,"R$ 2.990,00","R$ 0,00","R$ 660,00",-21.3698876,-42.9633495
209,Juiz de Fora - MG,Centro,Apartamento,97,4,3,0,"R$ 1.350,00","R$ 407,00","R$ 166,00",-21.759859,-43.3467271
210,Juiz de Fora - MG,Valadares,Casa,220,3,4,4,"R$ 4.200,00","R$ 0,00","R$ 240,75",-21.7611973,-43.6041153
211,Juiz de Fora - MG,Manoel Honorio,Loja,104,2,3,1,"R$ 2.500,00","R$ 275,00","R$ 175,00",-21.7435044,-43.3537058
212,Juiz de Fora - MG,Centro,Loja,57,2,1,1,"R$ 580,00","R$ 200,00","R$ 19,40",-21.759859,-43.3467271
213,Juiz de Fora - MG,Laranjeiras,Apartamento,240,0,3,3,"R$ 8.000,00","R$ 0,00","R$ 90,00",-21.7528915,-43.2762786
214,Juiz de Fora - MG,São Pedro,Loja,74,2,1,1,"R$ 650,00","R$ 233,60","R$ 33,06",-21.7708213,-43.3879244
215,Juiz de Fora - MG,São Mateus,Apartamento,94,2,2,1,"R$ 1.480,00","R$ 296,00","R$ 125,59",-21.7735943,-43.3546617
216,Juiz de Fora - MG,São Pedro,Casa,150,3,2,4,"R$ 2.900,00","R$ 115,00","R$ 0,01",-21.7708213,-43.3879244
217,Juiz de Fora - MG,Centro,GalpÃ£o,64,0,1,0,"R$ 1.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
218,Juiz de Fora - MG,Alto dos Pinheiros,Apartamento,32,0,0,0,"R$ 4.980,00","R$ 0,00","R$ 470,00",-21.7633035,-43.3778164
219,Juiz de Fora - MG,Grama,Casa,99,2,2,1,"R$ 1.300,00","R$ 235,00","R$ 145,00",-21.6957214,-43.3521846
220,Juiz de Fora - MG,Francisco Bernardino,Loja,45,0,1,0,"R$ 5.000,00","R$ 0,00","R$ 300,00",-21.73497,-43.3982458
221,Juiz de Fora - MG,São Mateus,Sala,50,1,1,1,"R$ 500,00","R$ 300,00","R$ 152,00",-21.7735943,-43.3546617
222,Juiz de Fora - MG,Vale do Ipe,Apartamento,140,4,1,0,"R$ 2.990,00","R$ 0,00","R$ 190,00",-21.7533384,-43.3648613
223,Juiz de Fora - MG,Centro,Sala,"1,200",0,3,0,"R$ 12.000,00","R$ 0,00","R$ 317,00",-21.759859,-43.3467271
224,Juiz de Fora - MG,Centro,Loja,87,2,2,2,"R$ 1.200,00","R$ 190,00","R$ 77,00",-21.759859,-43.3467271
225,Juiz de Fora - MG,Centro,Loja,320,3,2,5,"R$ 3.200,00","R$ 0,00","R$ 260,00",-21.759859,-43.3467271
226,Juiz de Fora - MG,Centro,Loja,27,0,1,0,"R$ 650,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
227,Juiz de Fora - MG,Poço Rico,GalpÃ£o,88,0,1,0,"R$ 2.000,00","R$ 75,00","R$ 153,00",-21.763706,-43.3392047
228,Juiz de Fora - MG,Costa Carvalho,GalpÃ£o,65,2,1,0,"R$ 800,00","R$ 120,00","R$ 100,00",-21.763468,-43.3319785
229,Juiz de Fora - MG,Centro,Loja,60,0,1,0,"R$ 1.250,00","R$ 450,00","R$ 73,00",-21.759859,-43.3467271
230,Juiz de Fora - MG,Santa Helena,PrÃ©dio,440,0,0,0,"R$ 18.000,00","R$ 0,00","R$ 1.200,00",-21.7575053,-43.3561412
231,Juiz de Fora - MG,Parque Guarani,Apartamento,50,0,0,0,"R$ 1.700,00","R$ 330,00","R$ 285,00",-21.3698876,-42.9633495
232,Juiz de Fora - MG,Centro,Apartamento,220,0,3,3,"R$ 4.900,00","R$ 0,00","R$ 420,00",-21.759859,-43.3467271
233,Juiz de Fora - MG,Teixeiras,Apartamento,260,0,4,0,"R$ 5.500,00","R$ 0,00","R$ 400,00",-21.7908663,-43.3623365
234,Juiz de Fora - MG,Nossa Senhora Aparecida,GalpÃ£o,200,0,0,0,"R$ 2.700,00","R$ 0,00","R$ 527,00",-21.7465479,-43.3473422
235,Juiz de Fora - MG,Centro,Sala,254,0,2,0,"R$ 6.500,00","R$ 0,00","R$ 821,90",-21.759859,-43.3467271
236,Juiz de Fora - MG,Centro,Apartamento,488,0,0,0,"R$ 14.000,00","R$ 200,00","R$ 590,00",-21.759859,-43.3467271
237,Juiz de Fora - MG,São Pedro,Casa,60,2,1,1,"R$ 600,00","R$ 220,00","R$ 65,00",-21.7708213,-43.3879244
238,Juiz de Fora - MG,Santa Terezinha,Casa,88,2,3,0,"R$ 1.380,00","R$ 416,00","R$ 145,00",-21.7417094,-43.3605186
239,Juiz de Fora - MG,São Pedro,Apartamento,63,2,1,1,"R$ 800,00","R$ 0,00","R$ 0,00",-21.7708213,-43.3879244
240,Juiz de Fora - MG,Centro,Loja,450,0,2,0,"R$ 2.500,00","R$ 0,00","R$ 184,00",-21.759859,-43.3467271
241,Juiz de Fora - MG,Centro,Casa,260,0,2,0,"R$ 4.800,00","R$ 255,00","R$ 325,00",-21.759859,-43.3467271
242,Juiz de Fora - MG,Marilândia,Loja,60,2,1,0,"R$ 750,00","R$ 158,40","R$ 185,26",-21.7871711,-43.3907351
243,Juiz de Fora - MG,Centro,Loja,525,3,1,2,"R$ 4.500,00","R$ 0,00","R$ 54,24",-21.759859,-43.3467271
244,Juiz de Fora - MG,Bandeirantes,Loja,350,5,3,1,"R$ 6.000,00","R$ 0,00","R$ 180,00",-21.7215787,-43.3541886
245,Juiz de Fora - MG,Alto dos Passos,Loja,77,2,1,1,"R$ 800,00","R$ 192,00","R$ 133,46",-21.7762548,-43.3474599
246,Juiz de Fora - MG,Centro,Apartamento,130,0,1,0,"R$ 9.000,00","R$ 0,00","R$ 665,00",-21.759859,-43.3467271
247,Juiz de Fora - MG,Nova Era,Apartamento,985,0,10,28,"R$ 25.000,00","R$ 0,00","R$ 555,00",-21.7084989,-43.4211379
248,Juiz de Fora - MG,Teixeiras,Apartamento,600,0,4,0,"R$ 20.000,00","R$ 0,00","R$ 0,00",-21.7908663,-43.3623365
249,Juiz de Fora - MG,Alto dos Passos,Apartamento,380,0,4,0,"R$ 20.000,00","R$ 0,00","R$ 1.150,00",-21.7762548,-43.3474599
250,Juiz de Fora - MG,Santa Luzia,Apartamento,86,0,1,1,"R$ 2.250,00","R$ 0,00","R$ 0,00",-21.7868628,-43.3447472
251,Juiz de Fora - MG,Grama,Sobrado,260,0,0,7,"R$ 6.000,00","R$ 219,00","R$ 388,67",-21.6957214,-43.3521846
252,Juiz de Fora - MG,São Mateus,Apartamento,40,1,1,0,"R$ 570,00","R$ 350,00","R$ 70,00",-21.7735943,-43.3546617
253,Juiz de Fora - MG,Santa Terezinha,GalpÃ£o,50,2,1,0,"R$ 480,00","R$ 140,00","R$ 30,00",-21.7417094,-43.3605186
254,Juiz de Fora - MG,São Mateus,Apartamento,40,1,1,0,"R$ 650,00","R$ 150,00","R$ 0,00",-21.7735943,-43.3546617
255,Juiz de Fora - MG,Cascatinha,Apartamento,0,0,0,0,"R$ 160,00","R$ 0,01","R$ 0,00",-21.783859,-43.3630935
256,Juiz de Fora - MG,Bairro Industrial,Apartamento,104,2,1,2,"R$ 1.800,00","R$ 453,80","R$ 180,49",-21.5216117,-43.0156222
257,Juiz de Fora - MG,Santa Cândida,Casa,75,2,1,0,"R$ 700,00","R$ 0,00","R$ 67,00",-21.7523138,-43.3376269
258,Juiz de Fora - MG,Santos Anjos,Apartamento,70,3,2,0,"R$ 650,00","R$ 0,00","R$ 39,00",-21.7539516,-43.3438908
259,Juiz de Fora - MG,Centro,Loja,65,1,1,0,"R$ 1.300,00","R$ 270,00","R$ 125,00",-21.759859,-43.3467271
260,Juiz de Fora - MG,Nova Era,Apartamento,200,0,2,0,"R$ 3.700,00","R$ 0,00","R$ 192,40",-21.7084989,-43.4211379
261,Juiz de Fora - MG,Bairu,Apartamento,77,2,1,1,"R$ 890,00","R$ 200,00","R$ 127,65",-21.7375744,-43.3506203
262,Juiz de Fora - MG,Bandeirantes,Casa,90,2,1,1,"R$ 1.100,00","R$ 210,00","R$ 146,98",-21.7215787,-43.3541886
263,Juiz de Fora - MG,Jardim de Ala,Cobertura,52,2,1,1,"R$ 600,00","R$ 262,00","R$ 84,00",-21.7922414,-43.3473574
264,Juiz de Fora - MG,Progresso,Apartamento,0,2,2,1,"R$ 1.000,00","R$ 0,00","R$ 30,00",-21.730895,-43.3464281
265,Juiz de Fora - MG,Centro,Loja,100,2,1,0,"R$ 850,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
266,Juiz de Fora - MG,São Mateus,Cobertura,69,0,2,0,"R$ 7.000,00","R$ 260,00","R$ 315,15",-21.7735943,-43.3546617
267,Juiz de Fora - MG,Jardim de Ala,Apartamento,79,2,1,1,"R$ 800,00","R$ 220,00","R$ 0,00",-21.7922414,-43.3473574
268,Juiz de Fora - MG,Benfica,Loja,46,1,1,0,"R$ 600,00","R$ 180,00","R$ 101,00",-21.6902673,-43.4361424
269,Juiz de Fora - MG,Centro,Studio,60,1,1,0,"R$ 550,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
270,Juiz de Fora - MG,Centro,Apartamento,104,2,1,0,"R$ 750,00","R$ 100,00","R$ 0,00",-21.759859,-43.3467271
271,Juiz de Fora - MG,Centro,Apartamento,90,3,1,1,"R$ 1.300,00","R$ 140,00","R$ 161,29",-21.759859,-43.3467271
272,Juiz de Fora - MG,Centro,Studio,50,0,1,0,"R$ 2.400,00","R$ 1.100,00",$90,-21.759859,-43.3467271
273,Juiz de Fora - MG,Centro,Studio,244,4,4,2,"R$ 3.200,00","R$ 333,00","R$ 243,00",-21.759859,-43.3467271
274,Juiz de Fora - MG,Centro,Studio,120,2,1,0,"R$ 750,00","R$ 100,00","R$ 0,00",-21.759859,-43.3467271
275,Juiz de Fora - MG,São Pedro,Apartamento,40,0,0,0,"R$ 1.300,00","R$ 70,00","R$ 50,00",-21.7708213,-43.3879244
276,Juiz de Fora - MG,Francisco Bernardino,Apartamento,30,1,1,0,"R$ 1.100,00","R$ 150,00","R$ 120,00",-21.73497,-43.3982458
277,Juiz de Fora - MG,Centro,Loja,30,1,1,0,"R$ 1.100,00","R$ 150,00","R$ 120,00",-21.759859,-43.3467271
278,Juiz de Fora - MG,Passos,Apartamento,30,1,1,0,"R$ 1.100,00","R$ 150,00","R$ 120,00",-21.7762548,-43.3474599
279,Juiz de Fora - MG,São Mateus,Apartamento,30,1,1,0,"R$ 1.100,00","R$ 150,00","R$ 120,00",-21.7735943,-43.3546617
280,Juiz de Fora - MG,Centro,Apartamento,30,1,1,0,"R$ 1.100,00","R$ 150,00","R$ 120,00",-21.759859,-43.3467271
281,Juiz de Fora - MG,São Pedro,Kitnet,30,1,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.7708213,-43.3879244
282,Juiz de Fora - MG,Centro,Apartamento,91,2,2,1,"R$ 700,00","R$ 178,00","R$ 100,07",-21.759859,-43.3467271
283,Juiz de Fora - MG,Cascatinha,Apartamento,50,2,1,1,"R$ 500,00","R$ 175,00","R$ 23,35",-21.783859,-43.3630935
284,Juiz de Fora - MG,Vitorino Braga,Sobrado,120,0,0,0,"R$ 5.000,00","R$ 0,00","R$ 212,48",-21.7498578,-43.3418637
285,Juiz de Fora - MG,Centro,Flat,55,2,1,1,"R$ 850,00","R$ 164,00","R$ 88,00",-21.759859,-43.3467271
286,Juiz de Fora - MG,Bandeirantes,Apartamento,80,2,3,2,"R$ 1.300,00","R$ 350,00","R$ 160,00",-21.7215787,-43.3541886
287,Juiz de Fora - MG,Paineiras,Apartamento,74,2,1,1,"R$ 1.100,00","R$ 255,00","R$ 12,92",-21.7657334,-43.3551152
288,Juiz de Fora - MG,Santa Terezinha,Apartamento,30,1,1,0,"R$ 750,00","R$ 151,38","R$ 35,76",-21.7417094,-43.3605186
289,Juiz de Fora - MG,Santa Terezinha,Apartamento,55,1,2,0,"R$ 700,00","R$ 130,00","R$ 71,00",-21.7417094,-43.3605186
290,Juiz de Fora - MG,Democrata,Apartamento,90,3,2,1,"R$ 1.700,00","R$ 359,00","R$ 146,00",-21.7496425,-43.3686212
291,Juiz de Fora - MG,Centro,Apartamento,0,3,2,0,"R$ 1.000,00","R$ 0,00","R$ 72,00",-21.759859,-43.3467271
292,Juiz de Fora - MG,Centro,Loja,66,1,1,0,"R$ 1.000,00","R$ 520,00","R$ 144,00",-21.759859,-43.3467271
293,Juiz de Fora - MG,Centro,Loja,84,3,1,1,"R$ 1.400,00","R$ 126,00","R$ 74,00",-21.759859,-43.3467271
294,Juiz de Fora - MG,Centro,Sala,53,1,1,0,"R$ 600,00","R$ 150,00","R$ 697,29",-21.759859,-43.3467271
295,Juiz de Fora - MG,Centro,Studio,70,2,1,0,"R$ 860,00","R$ 150,00","R$ 75,00",-21.759859,-43.3467271
296,Juiz de Fora - MG,Centro,Apartamento,70,2,1,1,"R$ 900,00","R$ 150,00","R$ 68,00",-21.759859,-43.3467271
297,Juiz de Fora - MG,Figueiras,Casa,70,1,1,0,"R$ 750,00","R$ 100,00","R$ 35,00",-21.6668156,-43.3008319
298,Juiz de Fora - MG,Centro,Apartamento,68,3,1,0,"R$ 900,00","R$ 290,00","R$ 131,58",-21.759859,-43.3467271
299,Juiz de Fora - MG,Centro,Apartamento,40,0,1,0,"R$ 1.000,00","R$ 500,00","R$ 183,00",-21.759859,-43.3467271
300,Juiz de Fora - MG,Vale do Ipe,Apartamento,160,0,2,0,"R$ 3.500,00","R$ 0,00","R$ 282,00",-21.7533384,-43.3648613
301,Juiz de Fora - MG,Centro,Studio,171,0,3,3,"R$ 6.900,00","R$ 1.470,00","R$ 440,00",-21.759859,-43.3467271
302,Juiz de Fora - MG,Centro,Studio,30,0,1,0,"R$ 1.400,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
303,Juiz de Fora - MG,Centro,Apartamento,56,1,1,1,"R$ 850,00","R$ 320,00","R$ 145,00",-21.759859,-43.3467271
304,Juiz de Fora - MG,Centro,Loja,310,5,5,5,"R$ 2.500,00","R$ 150,00","R$ 375,00",-21.759859,-43.3467271
305,Juiz de Fora - MG,Centro,Apartamento,33,1,1,0,"R$ 720,00","R$ 282,80","R$ 89,66",-21.759859,-43.3467271
306,Juiz de Fora - MG,Bandeirantes,Casa,33,1,1,0,"R$ 720,00","R$ 282,80","R$ 89,66",-21.7215787,-43.3541886
307,Juiz de Fora - MG,Centro,Apartamento,99,2,2,1,"R$ 800,00","R$ 120,00","R$ 120,00",-21.759859,-43.3467271
308,Juiz de Fora - MG,Bom Pastor,Apartamento,32,1,1,1,"R$ 1.300,00","R$ 200,00","R$ 0,00",-21.7768003,-43.3433149
309,Juiz de Fora - MG,Santa Helena,Cobertura,34,1,1,0,"R$ 1.600,00","R$ 200,00","R$ 0,00",-21.7575053,-43.3561412
310,Juiz de Fora - MG,Cerâmica,GalpÃ£o,55,2,2,0,"R$ 700,00","R$ 175,00","R$ 105,08",-21.7390891,-43.3846447
311,Juiz de Fora - MG,Santa Helena,Apartamento,130,0,3,0,"R$ 4.990,00","R$ 0,00","R$ 3.570,00",-21.7575053,-43.3561412
312,Juiz de Fora - MG,Parque Jardim da Serra,Casa,140,3,3,2,"R$ 2.700,00","R$ 942,00","R$ 282,00",-21.79245575,-43.36744564
313,Juiz de Fora - MG,Centro,Apartamento,290,5,4,3,"R$ 5.500,00","R$ 0,00","R$ 521,00",-21.759859,-43.3467271
314,Juiz de Fora - MG,São Pedro,Apartamento,65,2,0,1,"R$ 800,00","R$ 120,00","R$ 100,00",-21.7708213,-43.3879244
315,Juiz de Fora - MG,Santa Terezinha,Apartamento,65,2,2,1,"R$ 1.300,00","R$ 365,00","R$ 163,00",-21.7417094,-43.3605186
316,Juiz de Fora - MG,Bom Pastor,Apartamento,85,2,2,1,"R$ 900,00","R$ 476,52","R$ 162,00",-21.7768003,-43.3433149
317,Juiz de Fora - MG,Passos,Loja,310,4,6,4,"R$ 6.000,00","R$ 2.442,00","R$ 621,00",-21.7762548,-43.3474599
318,Juiz de Fora - MG,São Pedro,Apartamento,310,4,4,4,"R$ 4.500,00","R$ 460,00","R$ 436,20",-21.7708213,-43.3879244
319,Juiz de Fora - MG,Centro,Apartamento,450,0,7,1,"R$ 3.500,00","R$ 0,00","R$ 300,00",-21.759859,-43.3467271
320,Juiz de Fora - MG,Estrela Sul,Studio,235,4,4,2,"R$ 3.500,00","R$ 750,00","R$ 375,00",-21.7853626,-43.3546328
321,Juiz de Fora - MG,Centro,Apartamento,120,3,4,0,"R$ 3.700,00","R$ 256,00","R$ 179,00",-21.759859,-43.3467271
322,Juiz de Fora - MG,São Mateus,Apartamento,40,1,1,0,"R$ 700,00","R$ 265,00","R$ 66,62",-21.7735943,-43.3546617
323,Juiz de Fora - MG,Bom Jardim,Apartamento,48,2,1,1,"R$ 1.100,00","R$ 220,00","R$ 70,47",-21.734464,-43.3354923
324,Juiz de Fora - MG,Jardim Glória,Casa,98,3,1,0,"R$ 1.500,00","R$ 300,00","R$ 85,00",-21.7530822,-43.3579528
325,Juiz de Fora - MG,São Mateus,Cobertura,94,2,1,1,"R$ 1.100,00","R$ 582,00","R$ 156,00",-21.7735943,-43.3546617
326,Juiz de Fora - MG,Bom Pastor,Casa,35,0,1,0,"R$ 2.500,00","R$ 0,00","R$ 140,00",-21.7768003,-43.3433149
327,Juiz de Fora - MG,Portal da Torre,Casa,80,2,2,1,"R$ 1.600,00","R$ 150,00","R$ 80,00",-21.7687212,-43.38270409
328,Juiz de Fora - MG,Fábrica,Loja,0,2,1,0,"R$ 640,00","R$ 150,00","R$ 133,77",-21.7443938,-43.3709832
329,Juiz de Fora - MG,Centro,Loja,49,1,1,1,"R$ 1.300,00","R$ 280,00","R$ 94,22",-21.759859,-43.3467271
330,Juiz de Fora - MG,São Pedro,Casa,85,2,1,1,"R$ 1.300,00","R$ 511,00","R$ 129,52",-21.7708213,-43.3879244
331,Juiz de Fora - MG,Centro,Loja,103,3,2,1,"R$ 1.750,00","R$ 631,00","R$ 159,84",-21.759859,-43.3467271
332,Juiz de Fora - MG,Centro,Apartamento,60,2,1,1,"R$ 650,00","R$ 150,00","R$ 0,00",-21.759859,-43.3467271
333,Juiz de Fora - MG,Carlos Chagas,Apartamento,120,3,0,3,"R$ 2.500,00","R$ 0,00","R$ 275,00",-21.744351,-43.3908675
334,Juiz de Fora - MG,São Mateus,Apartamento,145,4,1,0,"R$ 1.800,00","R$ 470,00","R$ 412,00",-21.7735943,-43.3546617
335,Juiz de Fora - MG,Alto dos Passos,Apartamento,102,3,2,0,"R$ 4.500,00","R$ 0,00","R$ 440,00",-21.7762548,-43.3474599
336,Juiz de Fora - MG,Granbery,Apartamento,250,4,3,3,"R$ 7.000,00","R$ 300,00","R$ 435,89",-21.7675479,-43.3437945
337,Juiz de Fora - MG,Alto dos Passos,Apartamento,150,0,2,0,"R$ 2.400,00","R$ 0,00","R$ 116,00",-21.7762548,-43.3474599
338,Juiz de Fora - MG,Alto dos Passos,Loja,15,0,0,0,"R$ 1.800,00","R$ 0,00","R$ 0,00",-21.7762548,-43.3474599
339,Juiz de Fora - MG,Alto dos Passos,Loja,140,2,1,2,"R$ 3.000,00","R$ 0,00","R$ 0,00",-21.7762548,-43.3474599
340,Juiz de Fora - MG,Centro,Apartamento,0,0,1,0,"R$ 10.000,00","R$ 0,00","R$ 690,82",-21.759859,-43.3467271
341,Juiz de Fora - MG,Fábrica,Casa,86,3,2,0,"R$ 800,00","R$ 180,00","R$ 71,00",-21.7443938,-43.3709832
342,Juiz de Fora - MG,Manoel Honorio,Loja,54,2,1,1,"R$ 550,00","R$ 206,00","R$ 40,00",-21.7435044,-43.3537058
343,Juiz de Fora - MG,Paineiras,Apartamento,196,3,4,2,"R$ 4.700,00","R$ 1.200,00","R$ 384,23",-21.7657334,-43.3551152
344,Juiz de Fora - MG,Monte Castelo,Casa,81,2,1,2,"R$ 900,00","R$ 250,00","R$ 90,00",-21.7477591,-43.3826033
345,Juiz de Fora - MG,Alto dos Passos,Casa,68,2,1,1,"R$ 900,00","R$ 270,00","R$ 0,00",-21.7762548,-43.3474599
346,Juiz de Fora - MG,Centro,Apartamento,107,3,2,1,"R$ 1.800,00","R$ 810,19","R$ 218,30",-21.759859,-43.3467271
347,Juiz de Fora - MG,Paineiras,Apartamento,59,0,1,0,"R$ 1.200,00","R$ 140,00","R$ 151,41",-21.7657334,-43.3551152
348,Juiz de Fora - MG,Amazônia,Apartamento,59,0,1,0,"R$ 1.200,00","R$ 140,00","R$ 151,41",-21.7469569,-43.401645
349,Juiz de Fora - MG,Cidade do Sol,Apartamento,71,2,1,1,"R$ 1.490,00","R$ 176,01","R$ 87,82",-21.7192878,-43.4091603
350,Juiz de Fora - MG,-,Apartamento,0,3,1,0,"R$ 1.300,00","R$ 0,00","R$ 70,00",-21.7609533,-43.3501129
351,Juiz de Fora - MG,Cidade do Sol,GalpÃ£o,286,0,1,0,"R$ 4.000,00","R$ 0,00","R$ 440,00",-21.7192878,-43.4091603
352,Juiz de Fora - MG,Benfica,Casa,120,3,0,1,"R$ 1.250,00","R$ 202,00","R$ 170,00",-21.6902673,-43.4361424
353,Juiz de Fora - MG,Cidade do Sol,Casa,12,3,1,0,"R$ 700,00","R$ 0,00","R$ 0,00",-21.7192878,-43.4091603
354,Juiz de Fora - MG,Santa Maria,Apartamento,372,10,4,0,"R$ 6.000,00","R$ 0,00","R$ 665,00",-21.7221307,-43.4077711
355,Juiz de Fora - MG,Joquei Clube,Apartamento,65,2,1,1,"R$ 1.490,00","R$ 177,00","R$ 87,80",-21.7258339,-43.397439
356,Juiz de Fora - MG,Santa Maria,Apartamento,65,2,1,1,"R$ 950,00","R$ 197,87","R$ 93,44",-21.7221307,-43.4077711
357,Juiz de Fora - MG,Bom Pastor,Apartamento,80,2,1,1,"R$ 700,00","R$ 0,00","R$ 0,00",-21.7768003,-43.3433149
358,Juiz de Fora - MG,São Mateus,Apartamento,60,3,1,1,"R$ 650,00","R$ 155,00","R$ 40,00",-21.7735943,-43.3546617
359,Juiz de Fora - MG,Centro,Apartamento,50,2,1,1,"R$ 750,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
360,Juiz de Fora - MG,Centro,Apartamento,571,0,3,0,"R$ 3.500,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
361,Juiz de Fora - MG,Cidade do Sol,Apartamento,0,3,0,1,"R$ 600,00","R$ 0,00","R$ 0,00",-21.7192878,-43.4091603
362,Juiz de Fora - MG,Bom Jardim,Apartamento,0,2,2,2,"R$ 1.200,00","R$ 0,00","R$ 0,00",-21.734464,-43.3354923
363,Juiz de Fora - MG,São Mateus,Apartamento,81,3,2,1,"R$ 700,00","R$ 200,00","R$ 73,89",-21.7735943,-43.3546617
364,Juiz de Fora - MG,Centro,Kitnet,0,3,0,0,"R$ 999,19","R$ 0,00","R$ 64,97",-21.759859,-43.3467271
365,Juiz de Fora - MG,Centro,Apartamento,71,3,0,1,"R$ 670,00","R$ 140,00","R$ 0,00",-21.759859,-43.3467271
366,Juiz de Fora - MG,Barbosa Lage,Apartamento,70,2,1,0,"R$ 800,00","R$ 0,00","R$ 125,00",-21.719425,-43.396732
367,Juiz de Fora - MG,Dom Bosco,Apartamento,50,1,1,0,"R$ 1.250,00","R$ 380,00","R$ 129,75",-21.7783082,-43.3626032
368,Juiz de Fora - MG,São Mateus,Loja,33,1,1,0,"R$ 1.500,00","R$ 138,79","R$ 0,00",-21.7735943,-43.3546617
369,Juiz de Fora - MG,Jardim de Ala,Loja,33,1,1,0,"R$ 1.500,00","R$ 138,79","R$ 0,00",-21.7922414,-43.3473574
370,Juiz de Fora - MG,Jardim Glória,Apartamento,63,2,0,1,"R$ 650,00","R$ 130,00","R$ 33,73",-21.7530822,-43.3579528
371,Juiz de Fora - MG,Cascatinha,Casa,45,2,2,1,"R$ 600,00","R$ 150,00","R$ 3,17",-21.783859,-43.3630935
372,Juiz de Fora - MG,Estrela Sul,Sala,67,2,1,1,"R$ 1.100,00","R$ 170,00","R$ 129,10",-21.7853626,-43.3546328
373,Juiz de Fora - MG,Centro,Loja,40,1,1,0,"R$ 800,00","R$ 163,00","R$ 90,00",-21.759859,-43.3467271
374,Juiz de Fora - MG,Paineiras,Loja,71,2,2,0,"R$ 700,00","R$ 410,58","R$ 129,92",-21.7657334,-43.3551152
375,Juiz de Fora - MG,São Mateus,Loja,0,2,1,0,"R$ 850,00","R$ 235,00","R$ 62,00",-21.7735943,-43.3546617
376,Juiz de Fora - MG,Santa Catarina,Apartamento,65,2,1,0,"R$ 900,00","R$ 70,00","R$ 73,93",-21.7508782,-43.3592871
